Ort;Plz;Bundesland
Altrip;7314;Rheinland-Pfalz
Dannstadt-Schauernheim;7314;Rheinland-Pfalz
Hochdorf-Assenheim;7314;Rheinland-Pfalz
Roedersheim-Gronau;7314;Rheinland-Pfalz
Maxdorf;7314;Rheinland-Pfalz
Birkenheide;7314;Rheinland-Pfalz
Fussgoenheim;7314;Rheinland-Pfalz
Neuhofen;7314;Rheinland-Pfalz
Deidesheim;7332;Rheinland-Pfalz
Forst an der Weinstrasse;7332;Rheinland-Pfalz
Meckenheim;7332;Rheinland-Pfalz
Niederkirchen bei Deidesheim;7332;Rheinland-Pfalz
Ruppertsberg;7332;Rheinland-Pfalz
Wachenheim an der Weinstrasse;7332;Rheinland-Pfalz
Ellerstadt;7332;Rheinland-Pfalz
Friedelsheim;7332;Rheinland-Pfalz
Goennheim;7332;Rheinland-Pfalz
Waldsee;7314;Rheinland-Pfalz
Otterstadt;7314;Rheinland-Pfalz
Erpolzheim;7332;Rheinland-Pfalz
Kallstadt;7332;Rheinland-Pfalz
Frankenthal (Pfalz);7311;Rheinland-Pfalz
Grosskarlbach;7332;Rheinland-Pfalz
Laumersheim;7332;Rheinland-Pfalz
Gerolsheim;7332;Rheinland-Pfalz
Bobenheim-Roxheim;7314;Rheinland-Pfalz
Lambsheim;7314;Rheinland-Pfalz
Dirmstein;7332;Rheinland-Pfalz
Freinsheim;7332;Rheinland-Pfalz
Weisenheim am Sand;7332;Rheinland-Pfalz
Hessheim;7314;Rheinland-Pfalz
Kleinniedesheim;7314;Rheinland-Pfalz
Beindersheim;7314;Rheinland-Pfalz
Grossniedesheim;7314;Rheinland-Pfalz
Heuchelheim bei Frankenthal;7314;Rheinland-Pfalz
Gruenstadt;7332;Rheinland-Pfalz
Kleinkarlbach;7332;Rheinland-Pfalz
Neuleiningen;7332;Rheinland-Pfalz
Obersuelzen;7332;Rheinland-Pfalz
Mertesheim;7332;Rheinland-Pfalz
Kindenheim;7332;Rheinland-Pfalz
Battenberg (Pfalz);7332;Rheinland-Pfalz
Weisenheim am Berg;7332;Rheinland-Pfalz
Herxheim am Berg;7332;Rheinland-Pfalz
Dackenheim;7332;Rheinland-Pfalz
Bobenheim am Berg;7332;Rheinland-Pfalz
Bockenheim;7332;Rheinland-Pfalz
Quirnheim;7332;Rheinland-Pfalz
Ebertsheim;7332;Rheinland-Pfalz
Kirchheim an der Weinstrasse;7332;Rheinland-Pfalz
Bissersheim;7332;Rheinland-Pfalz
Obrigheim;7332;Rheinland-Pfalz
Kirchheimbolanden;7333;Rheinland-Pfalz
Gauersheim;7333;Rheinland-Pfalz
Bischheim;7333;Rheinland-Pfalz
Oberwiesen;7333;Rheinland-Pfalz
Morschheim;7333;Rheinland-Pfalz
Stetten;7333;Rheinland-Pfalz
Orbis;7333;Rheinland-Pfalz
Mauchenheim;7331;Rheinland-Pfalz
Rittersheim;7333;Rheinland-Pfalz
Ilbesheim;7333;Rheinland-Pfalz
Bolanden;7333;Rheinland-Pfalz
Marnheim;7333;Rheinland-Pfalz
Kerzenheim;7333;Rheinland-Pfalz
Eisenberg;7333;Rheinland-Pfalz
Ramsen;7333;Rheinland-Pfalz
Goellheim;7333;Rheinland-Pfalz
Biedesheim;7333;Rheinland-Pfalz
Niefernheim-Zellertal;7333;Rheinland-Pfalz
Einselthum;7333;Rheinland-Pfalz
Harxheim-Zellertal;7333;Rheinland-Pfalz
Ruessingen;7333;Rheinland-Pfalz
Ottersheim;7333;Rheinland-Pfalz
Bubenheim;7333;Rheinland-Pfalz
Lautersheim;7333;Rheinland-Pfalz
Immesheim;7333;Rheinland-Pfalz
Albisheim (Pfrimm);7333;Rheinland-Pfalz
Zell-Zellertal;7333;Rheinland-Pfalz
Hettenleidelheim;7332;Rheinland-Pfalz
Tiefenthal;7332;Rheinland-Pfalz
Carlsberg;7332;Rheinland-Pfalz
Altleiningen;7332;Rheinland-Pfalz
Wattenheim;7332;Rheinland-Pfalz
Speyer;7318;Rheinland-Pfalz
Roemerberg;7314;Rheinland-Pfalz
Lingenfeld;7334;Rheinland-Pfalz
Freisbach;7334;Rheinland-Pfalz
Lustadt;7334;Rheinland-Pfalz
Schwegenheim;7334;Rheinland-Pfalz
Weingarten;7334;Rheinland-Pfalz
Westheim;7334;Rheinland-Pfalz
Dudenhofen;7314;Rheinland-Pfalz
Hanhofen;7314;Rheinland-Pfalz
Harthausen;7314;Rheinland-Pfalz
Gommersheim;7337;Rheinland-Pfalz
Zeiskam;7334;Rheinland-Pfalz
Neustadt an der Weinstrasse;7316;Rheinland-Pfalz
Neustadt an der Weinstrasse;7316;Rheinland-Pfalz
Neustadt an der Weinstrasse;7316;Rheinland-Pfalz
Hassloch;7332;Rheinland-Pfalz
Boehl-Iggelheim;7314;Rheinland-Pfalz
Lambrecht;7332;Rheinland-Pfalz
Frankenstein;7335;Rheinland-Pfalz
Frankeneck;7332;Rheinland-Pfalz
Neidenfels;7332;Rheinland-Pfalz
Elmstein;7332;Rheinland-Pfalz
Esthal;7332;Rheinland-Pfalz
Lindenberg;7332;Rheinland-Pfalz
Weidenthal;7332;Rheinland-Pfalz
Edenkoben;7337;Rheinland-Pfalz
Freimersheim;7337;Rheinland-Pfalz
Venningen;7337;Rheinland-Pfalz
Boebingen;7337;Rheinland-Pfalz
Altdorf;7337;Rheinland-Pfalz
Edesheim;7337;Rheinland-Pfalz
Kleinfischlingen;7337;Rheinland-Pfalz
Grossfischlingen;7337;Rheinland-Pfalz
Maikammer;7337;Rheinland-Pfalz
Sankt Martin;7337;Rheinland-Pfalz
Kirrweiler (Pfalz);7337;Rheinland-Pfalz
Worms;7319;Rheinland-Pfalz
Worms;7319;Rheinland-Pfalz
Worms;7319;Rheinland-Pfalz
Worms;7319;Rheinland-Pfalz
Osthofen;7331;Rheinland-Pfalz
Eich;7331;Rheinland-Pfalz
Alsheim;7331;Rheinland-Pfalz
Gimbsheim;7331;Rheinland-Pfalz
Hamm;7331;Rheinland-Pfalz
Mettenheim;7331;Rheinland-Pfalz
Guntersblum;7339;Rheinland-Pfalz
Dorn-Duerkheim;7339;Rheinland-Pfalz
Hillesheim;7339;Rheinland-Pfalz
Wintersheim;7339;Rheinland-Pfalz
Monsheim;7331;Rheinland-Pfalz
Moerstadt;7331;Rheinland-Pfalz
Moelsheim;7331;Rheinland-Pfalz
Offstein;7331;Rheinland-Pfalz
Hohen-Suelzen;7331;Rheinland-Pfalz
Wachenheim;7331;Rheinland-Pfalz
Floersheim-Dalsheim;7331;Rheinland-Pfalz
Bermersheim;7331;Rheinland-Pfalz
Westhofen;7331;Rheinland-Pfalz
Bechtheim;7331;Rheinland-Pfalz
Frettenheim;7331;Rheinland-Pfalz
Dittelsheim-Hessloch;7331;Rheinland-Pfalz
Gundersheim;7331;Rheinland-Pfalz
Gundheim;7331;Rheinland-Pfalz
Kaiserslautern;7312;Rheinland-Pfalz
Kaiserslautern;7312;Rheinland-Pfalz
Kaiserslautern;7312;Rheinland-Pfalz
Kaiserslautern;7312;Rheinland-Pfalz
Kaiserslautern;7312;Rheinland-Pfalz
Enkenbach-Alsenborn;7335;Rheinland-Pfalz
Mehlingen;7335;Rheinland-Pfalz
Neuhemsbach;7335;Rheinland-Pfalz
Sembach;7335;Rheinland-Pfalz
Wartenberg-Rohrbach;7333;Rheinland-Pfalz
Weilerbach;7335;Rheinland-Pfalz
Erzenhausen;7335;Rheinland-Pfalz
Eulenbis;7335;Rheinland-Pfalz
Schwedelbach;7335;Rheinland-Pfalz
Mackenbach;7335;Rheinland-Pfalz
Rodenbach;7335;Rheinland-Pfalz
Hochspeyer;7335;Rheinland-Pfalz
Fischbach;7335;Rheinland-Pfalz
Waldleiningen;7335;Rheinland-Pfalz
Otterberg;7335;Rheinland-Pfalz
Schneckenhausen;7335;Rheinland-Pfalz
Heiligenmoschel;7335;Rheinland-Pfalz
Niederkirchen;7335;Rheinland-Pfalz
Schallodenbach;7335;Rheinland-Pfalz
Stelzenberg;7335;Rheinland-Pfalz
Trippstadt;7335;Rheinland-Pfalz
Krickenbach;7335;Rheinland-Pfalz
Schopp;7335;Rheinland-Pfalz
Waldfischbach-Burgalben;7340;Rheinland-Pfalz
Geiselberg;7340;Rheinland-Pfalz
Heltersberg;7340;Rheinland-Pfalz
Schmalenberg;7340;Rheinland-Pfalz
Winnweiler;7333;Rheinland-Pfalz
Hochstein;7333;Rheinland-Pfalz
Potzbach;7333;Rheinland-Pfalz
Alsenbrueck-Langmeil;7333;Rheinland-Pfalz
Gonbach;7333;Rheinland-Pfalz
Gehrweiler;7333;Rheinland-Pfalz
Hoeringen;7333;Rheinland-Pfalz
Gundersweiler;7333;Rheinland-Pfalz
Boerrstadt;7333;Rheinland-Pfalz
Breunigweiler;7333;Rheinland-Pfalz
Lohnsfeld;7333;Rheinland-Pfalz
Muenchweiler an der Alsenz;7333;Rheinland-Pfalz
Sippersfeld;7333;Rheinland-Pfalz
Otterbach;7335;Rheinland-Pfalz
Hirschhorn;7335;Rheinland-Pfalz
Katzweiler;7335;Rheinland-Pfalz
Sulzbachtal;7335;Rheinland-Pfalz
Mehlbach;7335;Rheinland-Pfalz
Olsbruecken;7335;Rheinland-Pfalz
Frankelbach;7335;Rheinland-Pfalz
Deimberg;7336;Rheinland-Pfalz
Adenbach;7336;Rheinland-Pfalz
Herren-Sulzbach;7336;Rheinland-Pfalz
Lauterecken;7336;Rheinland-Pfalz
Buborn;7336;Rheinland-Pfalz
Heinzenhausen;7336;Rheinland-Pfalz
Hausweiler;7336;Rheinland-Pfalz
Ginsweiler;7336;Rheinland-Pfalz
Lohnweiler;7336;Rheinland-Pfalz
Loellbach;7133;Rheinland-Pfalz
Hoppstaedten;7336;Rheinland-Pfalz
Wiesweiler;7336;Rheinland-Pfalz
Hohenoellen;7336;Rheinland-Pfalz
Medard;7336;Rheinland-Pfalz
Seelen;7333;Rheinland-Pfalz
Kirrweiler;7336;Rheinland-Pfalz
Cronenberg;7336;Rheinland-Pfalz
Kappeln;7336;Rheinland-Pfalz
Schweinschied;7133;Rheinland-Pfalz
Rathskirchen;7333;Rheinland-Pfalz
Homberg;7336;Rheinland-Pfalz
Grumbach;7336;Rheinland-Pfalz
Langweiler;7336;Rheinland-Pfalz
Unterjeckenbach;7336;Rheinland-Pfalz
Merzweiler;7336;Rheinland-Pfalz
Odenbach;7336;Rheinland-Pfalz
Offenbach-Hundheim;7336;Rheinland-Pfalz
Nerzweiler;7336;Rheinland-Pfalz
Rutsweiler an der Lauter;7336;Rheinland-Pfalz
Wolfstein;7336;Rheinland-Pfalz
Oberweiler-Tiefenbach;7336;Rheinland-Pfalz
Einoellen;7336;Rheinland-Pfalz
Aschbach;7336;Rheinland-Pfalz
Hefersweiler;7336;Rheinland-Pfalz
Rothselberg;7336;Rheinland-Pfalz
Reipoltskirchen;7336;Rheinland-Pfalz
Essweiler;7336;Rheinland-Pfalz
Oberweiler im Tal;7336;Rheinland-Pfalz
Hinzweiler;7336;Rheinland-Pfalz
Relsberg;7336;Rheinland-Pfalz
Kreimbach-Kaulbach;7336;Rheinland-Pfalz
Reichsthal;7333;Rheinland-Pfalz
Nussbach;7336;Rheinland-Pfalz
Bisterschied;7333;Rheinland-Pfalz
Teschenmoschel;7333;Rheinland-Pfalz
Katzenbach;7333;Rheinland-Pfalz
Rockenhausen;7333;Rheinland-Pfalz
Doernbach;7333;Rheinland-Pfalz
Doerrmoschel;7333;Rheinland-Pfalz
Marienthal;7333;Rheinland-Pfalz
Ransweiler;7333;Rheinland-Pfalz
Schweisweiler;7333;Rheinland-Pfalz
Bennhausen;7333;Rheinland-Pfalz
Falkenstein;7333;Rheinland-Pfalz
Wuerzweiler;7333;Rheinland-Pfalz
Steinbach am Donnersberg;7333;Rheinland-Pfalz
Ruppertsecken;7333;Rheinland-Pfalz
Imsweiler;7333;Rheinland-Pfalz
Moersfeld;7333;Rheinland-Pfalz
Stahlberg;7333;Rheinland-Pfalz
Schoenborn;7333;Rheinland-Pfalz
Bayerfeld-Steckweiler;7333;Rheinland-Pfalz
Weitersweiler;7333;Rheinland-Pfalz
Dielkirchen;7333;Rheinland-Pfalz
Gerbach;7333;Rheinland-Pfalz
Sankt Alban;7333;Rheinland-Pfalz
Jakobsweiler;7333;Rheinland-Pfalz
Dannenfels;7333;Rheinland-Pfalz
Dreisen;7333;Rheinland-Pfalz
Standenbuehl;7333;Rheinland-Pfalz
Imsbach;7333;Rheinland-Pfalz
Kriegsfeld;7333;Rheinland-Pfalz
Oberndorf;7333;Rheinland-Pfalz
Alsenz;7333;Rheinland-Pfalz
Finkenbach-Gersweiler;7333;Rheinland-Pfalz
Winterborn;7333;Rheinland-Pfalz
Mannweiler-Coelln;7333;Rheinland-Pfalz
Waldgrehweiler;7333;Rheinland-Pfalz
Oberhausen an der Appel;7333;Rheinland-Pfalz
Muensterappel;7333;Rheinland-Pfalz
Niederhausen an der Appel;7333;Rheinland-Pfalz
Niedermoschel;7333;Rheinland-Pfalz
Gaugrehweiler;7333;Rheinland-Pfalz
Kalkofen;7333;Rheinland-Pfalz
Sitters;7333;Rheinland-Pfalz
Obermoschel;7333;Rheinland-Pfalz
Lettweiler;7133;Rheinland-Pfalz
Schiersfeld;7333;Rheinland-Pfalz
Unkenbach;7333;Rheinland-Pfalz
Feilbingert;7133;Rheinland-Pfalz
Hallgarten;7133;Rheinland-Pfalz
Becherbach;7133;Rheinland-Pfalz
Schmittweiler;7133;Rheinland-Pfalz
Callbach;7133;Rheinland-Pfalz
Reiffelbach;7133;Rheinland-Pfalz
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Mannheim;8222;Baden-Wuerttemberg
Viernheim;6431;Hessen
Ladenburg;8226;Baden-Wuerttemberg
Edingen-Neckarhausen;8226;Baden-Wuerttemberg
Heddesheim;8226;Baden-Wuerttemberg
Ilvesheim;8226;Baden-Wuerttemberg
Lampertheim;6431;Hessen
Buerstadt;6431;Hessen
Biblis;6431;Hessen
Gross-Rohrheim;6431;Hessen
Plankstadt;8226;Baden-Wuerttemberg
Oftersheim;8226;Baden-Wuerttemberg
Schwetzingen;8226;Baden-Wuerttemberg
Waghaeusel;8212;Baden-Wuerttemberg
Hockenheim;8226;Baden-Wuerttemberg
Ketsch;8226;Baden-Wuerttemberg
Bruehl;8226;Baden-Wuerttemberg
Sankt Leon-Rot;8226;Baden-Wuerttemberg
Oberhausen-Rheinhausen;8212;Baden-Wuerttemberg
Reilingen;8226;Baden-Wuerttemberg
Altlussheim;8226;Baden-Wuerttemberg
Neulussheim;8226;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Heidelberg;8221;Baden-Wuerttemberg
Neckargemuend;8226;Baden-Wuerttemberg
Wiesloch;8226;Baden-Wuerttemberg
Leimen;8226;Baden-Wuerttemberg
Walldorf;8226;Baden-Wuerttemberg
Schriesheim;8226;Baden-Wuerttemberg
Sandhausen;8226;Baden-Wuerttemberg
Eppelheim;8226;Baden-Wuerttemberg
Dossenheim;8226;Baden-Wuerttemberg
Nussloch;8226;Baden-Wuerttemberg
Rauenberg;8226;Baden-Wuerttemberg
Dielheim;8226;Baden-Wuerttemberg
Neckarsteinach;6431;Hessen
Muehlhausen;8226;Baden-Wuerttemberg
Bammental;8226;Baden-Wuerttemberg
Schoenau;8226;Baden-Wuerttemberg
Gaiberg;8226;Baden-Wuerttemberg
Heiligkreuzsteinach;8226;Baden-Wuerttemberg
Malsch;8226;Baden-Wuerttemberg
Mauer;8226;Baden-Wuerttemberg
Wiesenbach;8226;Baden-Wuerttemberg
Wilhelmsfeld;8226;Baden-Wuerttemberg
Eberbach;8226;Baden-Wuerttemberg
Mudau;8225;Baden-Wuerttemberg
Waldbrunn;8225;Baden-Wuerttemberg
Hirschhorn;6431;Hessen
Heddesbach;8226;Baden-Wuerttemberg
Schoenbrunn;8226;Baden-Wuerttemberg
Neckargerach;8225;Baden-Wuerttemberg
Zwingenberg;8225;Baden-Wuerttemberg
Weinheim;8226;Baden-Wuerttemberg
Wald-Michelbach;6431;Hessen
Birkenau;6431;Hessen
Hirschberg an der Bergstrasse;8226;Baden-Wuerttemberg
Hemsbach;8226;Baden-Wuerttemberg
Moerlenbach;6431;Hessen
Laudenbach;8226;Baden-Wuerttemberg
Gorxheimertal;6431;Hessen
Abtsteinach;6431;Hessen
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Stuttgart;8111;Baden-Wuerttemberg
Fellbach;8119;Baden-Wuerttemberg
Fellbach;8119;Baden-Wuerttemberg
Leinfelden-Echterdingen;8116;Baden-Wuerttemberg
Filderstadt;8116;Baden-Wuerttemberg
Kornwestheim;8118;Baden-Wuerttemberg
Korntal-Muenchingen;8118;Baden-Wuerttemberg
Gerlingen;8118;Baden-Wuerttemberg
Boeblingen;8115;Baden-Wuerttemberg
Boeblingen;8115;Baden-Wuerttemberg
Sindelfingen;8115;Baden-Wuerttemberg
Sindelfingen;8115;Baden-Wuerttemberg
Sindelfingen;8115;Baden-Wuerttemberg
Sindelfingen;8115;Baden-Wuerttemberg
Herrenberg;8115;Baden-Wuerttemberg
Holzgerlingen;8115;Baden-Wuerttemberg
Weil im Schoenbuch;8115;Baden-Wuerttemberg
Schoenaich;8115;Baden-Wuerttemberg
Magstadt;8115;Baden-Wuerttemberg
Waldenbuch;8115;Baden-Wuerttemberg
Gaertringen;8115;Baden-Wuerttemberg
Grafenau;8115;Baden-Wuerttemberg
Gaeufelden;8115;Baden-Wuerttemberg
Jettingen;8115;Baden-Wuerttemberg
Aidlingen;8115;Baden-Wuerttemberg
Ehningen;8115;Baden-Wuerttemberg
Steinenbronn;8115;Baden-Wuerttemberg
Bondorf;8115;Baden-Wuerttemberg
Nufringen;8115;Baden-Wuerttemberg
Altdorf;8115;Baden-Wuerttemberg
Hildrizhausen;8115;Baden-Wuerttemberg
Moetzingen;8115;Baden-Wuerttemberg
Leonberg;8115;Baden-Wuerttemberg
Ditzingen;8118;Baden-Wuerttemberg
Weil der Stadt;8115;Baden-Wuerttemberg
Renningen;8115;Baden-Wuerttemberg
Rutesheim;8115;Baden-Wuerttemberg
Hemmingen;8118;Baden-Wuerttemberg
Weissach;8115;Baden-Wuerttemberg
Friolzheim;8236;Baden-Wuerttemberg
Heimsheim;8236;Baden-Wuerttemberg
Moensheim;8236;Baden-Wuerttemberg
Wimsheim;8236;Baden-Wuerttemberg
Waiblingen;8119;Baden-Wuerttemberg
Waiblingen;8119;Baden-Wuerttemberg
Waiblingen;8119;Baden-Wuerttemberg
Winnenden;8119;Baden-Wuerttemberg
Weinstadt;8119;Baden-Wuerttemberg
Kernen im Remstal;8119;Baden-Wuerttemberg
Leutenbach;8119;Baden-Wuerttemberg
Korb;8119;Baden-Wuerttemberg
Schwaikheim;8119;Baden-Wuerttemberg
Backnang;8119;Baden-Wuerttemberg
Murrhardt;8119;Baden-Wuerttemberg
Wuestenrot;8121;Baden-Wuerttemberg
Beilstein;8121;Baden-Wuerttemberg
Aspach;8119;Baden-Wuerttemberg
Auenwald;8119;Baden-Wuerttemberg
Weissach im Tal;8119;Baden-Wuerttemberg
Sulzbach an der Murr;8119;Baden-Wuerttemberg
Affalterbach;8118;Baden-Wuerttemberg
Althuette;8119;Baden-Wuerttemberg
Oppenweiler;8119;Baden-Wuerttemberg
Allmersbach im Tal;8119;Baden-Wuerttemberg
Burgstetten;8119;Baden-Wuerttemberg
Grosserlach;8119;Baden-Wuerttemberg
Spiegelberg;8119;Baden-Wuerttemberg
Ludwigsburg;8118;Baden-Wuerttemberg
Ludwigsburg;8118;Baden-Wuerttemberg
Ludwigsburg;8118;Baden-Wuerttemberg
Ludwigsburg;8118;Baden-Wuerttemberg
Ludwigsburg;8118;Baden-Wuerttemberg
Vaihingen an der Enz;8118;Baden-Wuerttemberg
Marbach am Neckar;8118;Baden-Wuerttemberg
Asperg;8118;Baden-Wuerttemberg
Remseck am Neckar;8118;Baden-Wuerttemberg
Freiberg am Neckar;8118;Baden-Wuerttemberg
Moeglingen;8118;Baden-Wuerttemberg
Schwieberdingen;8118;Baden-Wuerttemberg
Markgroeningen;8118;Baden-Wuerttemberg
Steinheim an der Murr;8118;Baden-Wuerttemberg
Murr;8118;Baden-Wuerttemberg
Beilstein;8121;Baden-Wuerttemberg
Oberstenfeld;8118;Baden-Wuerttemberg
Grossbottwar;8118;Baden-Wuerttemberg
Benningen am Neckar;8118;Baden-Wuerttemberg
Erdmannhausen;8118;Baden-Wuerttemberg
Tamm;8118;Baden-Wuerttemberg
Eberdingen;8118;Baden-Wuerttemberg
Kirchberg an der Murr;8119;Baden-Wuerttemberg
Oberriexingen;8118;Baden-Wuerttemberg
Tuebingen;8416;Baden-Wuerttemberg
Tuebingen;8416;Baden-Wuerttemberg
Tuebingen;8416;Baden-Wuerttemberg
Tuebingen;8416;Baden-Wuerttemberg
Rottenburg am Neckar;8416;Baden-Wuerttemberg
Moessingen;8416;Baden-Wuerttemberg
Ammerbuch;8416;Baden-Wuerttemberg
Pliezhausen;8415;Baden-Wuerttemberg
Kusterdingen;8416;Baden-Wuerttemberg
Ofterdingen;8416;Baden-Wuerttemberg
Dettenhausen;8416;Baden-Wuerttemberg
Kirchentellinsfurt;8416;Baden-Wuerttemberg
Walddorfhaeslach;8415;Baden-Wuerttemberg
Dusslingen;8416;Baden-Wuerttemberg
Hirrlingen;8416;Baden-Wuerttemberg
Nehren;8416;Baden-Wuerttemberg
Neustetten;8416;Baden-Wuerttemberg
Horb am Neckar;8237;Baden-Wuerttemberg
Sulz am Neckar;8325;Baden-Wuerttemberg
Dornhan;8325;Baden-Wuerttemberg
Waldachtal;8237;Baden-Wuerttemberg
Starzach;8416;Baden-Wuerttemberg
Eutingen im Gaeu;8237;Baden-Wuerttemberg
Empfingen;8237;Baden-Wuerttemberg
Voehringen;8325;Baden-Wuerttemberg
Nagold;8235;Baden-Wuerttemberg
Altensteig;8235;Baden-Wuerttemberg
Wildberg;8235;Baden-Wuerttemberg
Haiterbach;8235;Baden-Wuerttemberg
Ebhausen;8235;Baden-Wuerttemberg
Simmersfeld;8235;Baden-Wuerttemberg
Egenhausen;8235;Baden-Wuerttemberg
Rohrdorf;8235;Baden-Wuerttemberg
Freudenstadt;8237;Baden-Wuerttemberg
Baiersbronn;8237;Baden-Wuerttemberg
Alpirsbach;8237;Baden-Wuerttemberg
Dornstetten;8237;Baden-Wuerttemberg
Pfalzgrafenweiler;8237;Baden-Wuerttemberg
Lossburg;8237;Baden-Wuerttemberg
Betzweiler-Waelde;8237;Baden-Wuerttemberg
Glatten;8237;Baden-Wuerttemberg
Groembach;8237;Baden-Wuerttemberg
Schopfloch;8237;Baden-Wuerttemberg
Seewald;8237;Baden-Wuerttemberg
Woernersberg;8237;Baden-Wuerttemberg
Balingen;8417;Baden-Wuerttemberg
Rosenfeld;8417;Baden-Wuerttemberg
Geislingen;8417;Baden-Wuerttemberg
Schoemberg;8417;Baden-Wuerttemberg
Dautmergen;8417;Baden-Wuerttemberg
Dormettingen;8417;Baden-Wuerttemberg
Dotternhausen;8417;Baden-Wuerttemberg
Hausen am Tann;8417;Baden-Wuerttemberg
Nusplingen;8417;Baden-Wuerttemberg
Obernheim;8417;Baden-Wuerttemberg
Ratshausen;8417;Baden-Wuerttemberg
Weilen unter den Rinnen;8417;Baden-Wuerttemberg
Zimmern unter der Burg;8417;Baden-Wuerttemberg
Hechingen;8417;Baden-Wuerttemberg
Burladingen;8417;Baden-Wuerttemberg
Haigerloch;8417;Baden-Wuerttemberg
Bisingen;8417;Baden-Wuerttemberg
Bodelshausen;8416;Baden-Wuerttemberg
Rangendingen;8417;Baden-Wuerttemberg
Grosselfingen;8417;Baden-Wuerttemberg
Jungingen;8417;Baden-Wuerttemberg
Neufra;8437;Baden-Wuerttemberg
Albstadt;8417;Baden-Wuerttemberg
Albstadt;8417;Baden-Wuerttemberg
Albstadt;8417;Baden-Wuerttemberg
Messstetten;8417;Baden-Wuerttemberg
Winterlingen;8417;Baden-Wuerttemberg
Bitz;8417;Baden-Wuerttemberg
Schwenningen;8437;Baden-Wuerttemberg
Strassberg;8417;Baden-Wuerttemberg
Sigmaringen;8437;Baden-Wuerttemberg
Gammertingen;8437;Baden-Wuerttemberg
Krauchenwies;8437;Baden-Wuerttemberg
Stetten am kalten Markt;8437;Baden-Wuerttemberg
Bingen;8437;Baden-Wuerttemberg
Hettingen;8437;Baden-Wuerttemberg
Inzigkofen;8437;Baden-Wuerttemberg
Scheer;8437;Baden-Wuerttemberg
Sigmaringendorf;8437;Baden-Wuerttemberg
Veringenstadt;8437;Baden-Wuerttemberg
Muensingen;8415;Baden-Wuerttemberg
Hohenstein;8415;Baden-Wuerttemberg
Gomadingen;8415;Baden-Wuerttemberg
Hayingen;8415;Baden-Wuerttemberg
Heroldstatt;8425;Baden-Wuerttemberg
Mehrstetten;8415;Baden-Wuerttemberg
Pfronstetten;8415;Baden-Wuerttemberg
Metzingen;8415;Baden-Wuerttemberg
Bad Urach;8415;Baden-Wuerttemberg
Dettingen an der Erms;8415;Baden-Wuerttemberg
Grabenstetten;8415;Baden-Wuerttemberg
Huelben;8415;Baden-Wuerttemberg
Riederich;8415;Baden-Wuerttemberg
Roemerstein;8415;Baden-Wuerttemberg
Westerheim;8425;Baden-Wuerttemberg
Nuertingen;8116;Baden-Wuerttemberg
Aichtal;8116;Baden-Wuerttemberg
Frickenhausen;8116;Baden-Wuerttemberg
Neuffen;8116;Baden-Wuerttemberg
